race_id,date,venue,race_no,config,surface,distance,going,horse_ratings,prize,race_class,place_combination1,place_combination2,place_combination3,place_combination4,place_dividend1,place_dividend2,place_dividend3,place_dividend4,win_combination1,win_dividend1,win_combination2,win_dividend2
0,6/2/1997,ST,1,A,0,1400,GOOD TO FIRM,40-15,485000,5,8,11,6,,36.5,25.5,18,,8,121,,
1,6/2/1997,ST,2,A,0,1200,GOOD TO FIRM,40-15,485000,5,5,13,4,,12.5,47,33.5,,5,23.5,,
2,6/2/1997,ST,3,A,0,1400,GOOD TO FIRM,60-40,625000,4,11,1,13,,23,23,59.5,,11,70,,
3,6/2/1997,ST,4,A,0,1200,GOOD TO FIRM,120-95,1750000,1,5,3,10,,14,24.5,16,,5,52,,
4,6/2/1997,ST,5,A,0,1600,GOOD TO FIRM,60-40,625000,4,2,10,1,,15.5,28,17.5,,2,36.5,,
5,6/2/1997,ST,6,A,0,1200,GOOD TO FIRM,60-40,625000,4,9,14,8,,16.5,408,70,,9,61,,
6,6/2/1997,ST,7,A,0,1400,GOOD TO FIRM,100-80,1150000,2,5,7,6,,41.5,21.5,79,,5,160.5,,
7,6/2/1997,ST,8,A,0,1000,GOOD TO FIRM,100-80,1150000,2,13,3,8,,23.5,44.5,18,,13,70.5,,
8,6/2/1997,ST,9,A,0,1400,GOOD TO FIRM,80-60,850000,3,7,5,2,,12.5,16.5,33.5,,7,24,,
9,6/2/1997,ST,10,A,0,1200,GOOD TO FIRM,80-60,850000,3,1,13,6,,49.5,45.5,14,,1,203,,
10,6/4/1997,HV,1,A,0,1650,GOOD TO FIRM,40-15,485000,5,2,7,1,,18.5,27.5,15,,2,50,,
11,6/4/1997,HV,2,A,0,1650,GOOD TO FIRM,60-40,625000,4,2,9,4,,23.5,18,26.5,,2,59,,
12,6/4/1997,HV,3,A,0,1200,GOOD TO FIRM,60-40,625000,4,1,6,7,,14,23,15.5,,1,35,,
13,6/4/1997,HV,4,A,0,1000,GOOD TO FIRM,60-40,625000,4,1,5,8,,17.5,10.1,17.5,,1,70,,
14,6/4/1997,HV,5,A,0,1650,GOOD TO FIRM,60-40,625000,4,12,3,10,,91,34,22,,12,265.5,,
15,6/4/1997,HV,6,A,0,1000,GOOD TO FIRM,80-60,850000,3,8,2,4,,20,80,42.5,,8,66,,
16,6/4/1997,HV,7,A,0,1650,GOOD TO FIRM,80-60,850000,3,11,8,7,,15.5,35,15.5,,11,56,,
17,6/4/1997,HV,8,A,0,1200,GOOD TO FIRM,100-80,1150000,2,1,7,11,,15.5,20.5,28,,1,33.5,,
18,6/8/1997,ST,1,A+3,0,1000,GOOD TO FIRM,60-40,625000,4,3,5,1,,40,13,34.5,,3,141,,
19,6/8/1997,ST,2,A+3,0,1600,GOOD TO FIRM,60-40,625000,4,7,10,1,,28,21.5,21,,7,106,,
20,6/8/1997,ST,3,A+3,0,1000,GOOD TO FIRM,80-60,850000,3,9,8,3,,35.5,38,38.5,,9,181,,
21,6/8/1997,ST,4,A,1,1200,GOOD,60-40,625000,4,5,6,1,,20,17.5,34,,5,70,,
22,6/8/1997,ST,5,A+3,0,1400,GOOD TO FIRM,40-15,485000,5,9,6,3,,19,21.5,33.5,,9,46,,
23,6/8/1997,ST,6,A+3,0,1400,GOOD TO FIRM,60-40,625000,4,2,3,12,,18.5,13.5,52.5,,2,63,,
24,6/8/1997,ST,7,A+3,0,1600,GOOD TO FIRM,95-75,1150000,2,8,1,2,,12.5,21.5,36,,8,26.5,,
25,6/8/1997,ST,8,A,1,1200,GOOD,80-60,850000,3,9,5,7,,12.5,30,32,,9,25.5,,
26,6/8/1997,ST,9,A+3,0,1400,GOOD TO FIRM,115-90,1750000,1,3,9,6,,17.5,22,18.5,,3,59,,
27,6/8/1997,ST,10,A+3,0,1400,GOOD TO FIRM,85-60,850000,3,5,4,6,,31,21.5,32.5,,5,147.5,,
28,6/11/1997,HV,1,B,0,1800,GOOD TO YIELDING,60-40,625000,4,1,5,3,,23.5,28,21,,1,93,,
29,6/11/1997,HV,2,B,0,1000,GOOD TO YIELDING,40-15,485000,5,10,6,9,,29.5,35.5,29.5,,10,96,,
30,6/11/1997,HV,3,B,0,1200,GOOD TO YIELDING,60-40,625000,4,8,9,7,,79.5,16,25,,8,232.5,,
31,6/11/1997,HV,4,B,0,1650,GOOD TO YIELDING,40-15,485000,5,3,10,4,,13,40.5,41.5,,3,27,,
32,6/11/1997,HV,5,B,0,1650,GOOD TO YIELDING,65-40,625000,4,9,10,2,,23,53,19,,9,63.5,,
33,6/11/1997,HV,6,B,0,1800,GOOD,80-60,850000,3,10,5,1,,51.5,21,15.5,,10,202,,
34,6/11/1997,HV,7,B,0,1200,GOOD,80-60,850000,3,5,9,3,,13.5,21.5,40,,5,26,,
35,6/11/1997,HV,8,B,0,1650,GOOD,95-75,1150000,2,10,9,4,,40,15,58,,10,201.5,,
36,6/15/1997,ST,1,B+2,0,1200,GOOD TO FIRM,60-40,625000,4,10,6,2,,17.5,24,14,,10,67.5,,
37,6/15/1997,ST,2,B+2,0,1600,GOOD TO FIRM,40-15,485000,5,12,5,9,,30,15.5,24.5,,12,87,,
38,6/15/1997,ST,3,B+2,0,1200,GOOD TO FIRM,60-40,625000,4,3,7,8,,18,22.5,22,,3,53.5,,
39,6/15/1997,ST,4,B+2,0,1400,GOOD TO FIRM,40-15,485000,5,4,9,14,,29.5,120,50,,4,93,,
40,6/15/1997,ST,5,B+2,0,1400,GOOD TO FIRM,60-40,625000,4,2,10,5,,21,28,15,,2,61.5,,
41,6/15/1997,ST,6,B+2,0,1600,GOOD TO FIRM,60-40,625000,4,2,8,9,,18.5,59,276,,2,54,,
42,6/15/1997,ST,7,B+2,0,1200,GOOD TO FIRM,100-80,1150000,2,3,2,4,,32.5,16.5,12.5,,3,123,,
43,6/15/1997,ST,8,B+2,0,1200,GOOD TO FIRM,80-60,850000,3,7,5,1,,97,24.5,136.5,,7,519,,
44,6/15/1997,ST,9,B+2,0,1200,GOOD TO FIRM,80-60,850000,3,11,13,2,,18.5,12.5,26.5,,11,56.5,,
45,6/15/1997,ST,10,B+2,0,1600,GOOD TO FIRM,80-60,850000,3,13,14,8,,22.5,99,54,,13,68,,
46,6/18/1997,ST,1,C,0,1800,GOOD TO FIRM,60-40,625000,4,11,1,9,,53,24.5,72,,11,187.5,,
47,6/18/1997,ST,2,C,0,1600,GOOD TO FIRM,60-40,625000,4,7,9,1,,14.5,14,16.5,,7,36.5,,
48,6/18/1997,ST,3,C,0,1800,GOOD TO FIRM,80-60,850000,3,3,8,5,,13,14,18.5,,3,22.5,,
49,6/18/1997,ST,4,C,0,1000,GOOD TO FIRM,60-40,625000,4,9,2,6,,73,49.5,25.5,,9,233,,
50,6/18/1997,ST,5,C,0,1400,GOOD TO FIRM,40-15,485000,5,6,8,3,,44.5,32.5,13.5,,3,26,,
51,6/18/1997,ST,6,C,0,1000,GOOD TO FIRM,80-60,850000,3,8,14,10,,30.5,13,63.5,,8,121.5,,
52,6/18/1997,ST,7,C,0,1400,GOOD TO FIRM,60-40,625000,4,11,2,8,,160.5,13,29.5,,11,815.5,,
53,6/18/1997,ST,8,C,0,1400,GOOD TO FIRM,G,2300000,Hong Kong Group Three,4,6,8,,15.5,24.5,33,,4,46,,
54,6/18/1997,ST,9,C,0,1400,GOOD TO FIRM,80-60,850000,3,9,4,5,,49,24,14,,9,167.5,,
55,6/18/1997,ST,10,C,0,1400,GOOD TO FIRM,100-80,1150000,2,1,11,4,,23,34,36.5,,1,83,,
56,6/22/1997,ST,1,C+3,0,1600,GOOD TO YIELDING,80-60,850000,3,7,8,1,,21,13,13.5,,7,65,,
57,6/22/1997,ST,2,A,1,1650,WET SLOW,65-40,625000,4,4,2,7,,11.5,15,25,,4,20.5,,
58,6/22/1997,ST,3,C+3,0,1800,GOOD TO YIELDING,100-80,1150000,2,7,4,3,,11,23,13.5,,7,28.5,,
59,6/22/1997,ST,4,C+3,0,1800,GOOD TO YIELDING,40-10,485000,5,12,2,10,,18,36,18.5,,12,57.5,,
60,6/22/1997,ST,5,A,1,1200,WET SLOW,60-40,625000,4,11,7,3,,15,12.5,34.5,,11,41.5,,
61,6/22/1997,ST,6,A,1,1200,WET SLOW,100-80,1150000,2,12,5,7,,14,65.5,32.5,,12,38,,
62,6/22/1997,ST,7,C+3,0,1400,GOOD TO YIELDING,60-40,625000,4,1,9,5,,11.5,22.5,124.5,,1,19.5,,
63,6/22/1997,ST,8,C+3,0,1000,GOOD TO YIELDING,G,2300000,Hong Kong Group Three,2,10,11,,14.5,32.5,35,,2,33,,
64,6/22/1997,ST,9,A,1,1200,WET SLOW,80-60,850000,3,6,5,8,,25,16.5,18,,6,72.5,,
65,6/22/1997,ST,10,C+3,0,1400,GOOD TO YIELDING,80-60,850000,3,6,10,2,,54,14.5,45,,6,224.5,,
66,6/25/1997,HV,1,C,0,1650,GOOD,40-10,485000,5,1,3,2,,50.5,16.5,34.5,,1,154.5,,
67,6/25/1997,HV,2,C,0,1800,GOOD,60-40,625000,4,5,1,9,,16,29,35,,5,42,,
68,6/25/1997,HV,3,C,0,1650,GOOD,100-80,1150000,2,10,7,2,,16.5,25.5,38.5,,10,45.5,,
69,6/25/1997,HV,4,C,0,1200,GOOD,60-40,625000,4,3,2,9,,13.5,27,25.5,,3,32.5,,
70,6/25/1997,HV,5,C,0,1650,GOOD,60-40,625000,4,1,6,10,,20,54,15,,1,64.5,,
71,6/25/1997,HV,6,C,0,1200,GOOD,80-60,850000,3,2,6,11,,80,12.5,24,,2,390,,
72,6/25/1997,HV,7,C,0,1650,GOOD,80-60,850000,3,5,7,12,,13,14.5,35.5,,5,25.5,,
73,6/25/1997,HV,8,C,0,1650,GOOD,80-60,850000,3,8,1,12,,26,20,19,,8,84,,
74,6/29/1997,ST,1,A,0,1200,GOOD TO FIRM,40-15,485000,5,10,11,9,,25,87.5,44.5,,10,90.5,,
75,6/29/1997,ST,2,A,0,1400,GOOD TO FIRM,40-15,485000,5,7,4,8,,16.5,28,18,,7,60.5,,
76,6/29/1997,ST,3,A,0,1200,GOOD TO FIRM,60-40,625000,4,10,6,13,,35.5,12.5,133.5,,10,176.5,,
77,6/29/1997,ST,4,A,0,1200,GOOD TO FIRM,60-40,625000,4,3,11,9,,17,145,73.5,,3,48,,
78,6/29/1997,ST,5,A,0,1400,GOOD TO FIRM,60-40,625000,4,6,13,2,,13.5,42,73.5,,6,25,,
79,6/29/1997,ST,6,A,0,1200,GOOD TO FIRM,80-60,850000,3,10,9,7,,16,16.5,26,,10,45,,
80,6/29/1997,ST,7,A,0,1600,GOOD TO FIRM,65-40,625000,4,6,13,4,,29.5,48.5,33,,6,88.5,,
81,6/29/1997,ST,8,A,0,1800,GOOD TO FIRM,115-90,1750000,1,1,7,2,,23,19,33,,1,75.5,,
82,6/29/1997,ST,9,A,0,1200,GOOD TO FIRM,100-80,1150000,2,8,7,13,,21,23,47.5,,8,65,,
83,6/29/1997,ST,10,A,0,1400,GOOD TO FIRM,80-60,850000,3,12,8,9,,14,20,30,,12,29.5,,
84,6/29/1997,ST,11,A,0,1600,GOOD TO FIRM,95-75,1150000,2,12,4,1,,14,26,41.5,,12,26.5,,
85,7/2/1997,HV,1,C+3,0,1800,GOOD,40-10,485000,5,12,8,4,,51,55.5,48,,12,123.5,,
86,7/2/1997,HV,2,C+3,0,1200,GOOD,60-40,625000,4,9,10,6,,39,14,25.5,,9,140.5,,
87,7/2/1997,HV,3,C+3,0,1000,GOOD,60-40,625000,4,8,2,5,,13.5,13,46,,8,39.5,,
88,7/2/1997,HV,4,C+3,0,1200,GOOD,40-10,485000,5,7,10,11,,52,59,17,,7,165.5,,
89,7/2/1997,HV,5,C+3,0,1650,GOOD,60-40,625000,4,10,9,5,,52.5,17.5,16,,10,180,,
90,7/2/1997,HV,6,C+3,0,1000,GOOD,80-60,850000,3,5,6,7,,14,29,54.5,,5,26.5,,
91,7/2/1997,HV,7,C+3,0,1200,GOOD,80-60,850000,3,1,3,12,,26,54.5,13,,1,89,,
92,7/2/1997,HV,8,C+3,0,1800,GOOD,80-60,850000,3,9,7,2,,22.5,18,40.5,,9,89.5,,
93,7/6/1997,HV,1,A,0,2200,GOOD,60-40,625000,4,10,6,1,,40,19.5,18,,10,101.5,,
94,7/6/1997,HV,2,A,0,1650,GOOD,40-15,485000,5,10,4,11,,33,20.5,51,,10,135,,
95,7/6/1997,HV,3,A,0,1200,GOOD,60-40,625000,4,3,7,6,,12,24.5,45,,3,23.5,,
96,7/6/1997,HV,4,A,0,1650,GOOD,60-40,625000,4,7,10,2,,25,12.5,41,,7,81,,
97,7/6/1997,HV,5,A,0,1650,GOOD,60-40,625000,4,6,7,4,,23.5,32,21.5,,6,85,,
98,7/6/1997,HV,6,A,0,1650,GOOD,80-60,850000,3,5,12,7,,18,22,43,,5,49.5,,
99,7/6/1997,HV,7,A,0,1650,GOOD,85-60,850000,3,8,9,5,,21,33.5,43,,8,66.5,,
100,7/6/1997,HV,8,A,0,1200,GOOD,80-60,850000,3,5,10,11,,16,17.5,48.5,,5,60.5,,
101,7/6/1997,HV,9,A,0,1200,GOOD,80-60,850000,3,5,9,10,,21,39.5,27,,5,65,,
102,7/6/1997,HV,10,A,0,1200,GOOD,105-80,1400000,1,4,10,8,,13,38,18,,4,28.5,,
103,7/6/1997,HV,11,A,0,1650,GOOD,105-80,1400000,1,7,11,2,,26,33.5,20.5,,7,80.5,,
104,7/13/1997,ST,1,B,0,1400,GOOD,40-15,485000,5,8,7,11,,15,23,41,,8,31.5,,
105,7/13/1997,ST,2,B,0,1400,GOOD,60-40,625000,4,10,3,8,,81,13.5,16.5,,10,324.5,,
106,7/13/1997,ST,3,B,0,1200,GOOD,60-40,625000,4,10,4,6,,85,18.5,12.5,,10,435,,
107,7/13/1997,ST,4,B,0,1400,GOOD,60-40,625000,4,8,4,12,,37.5,15.5,16.5,,8,135,,
108,7/13/1997,ST,5,B,0,1000,GOOD,95-75,1150000,2,13,10,1,,81.5,20,136,,13,334.5,,
109,7/13/1997,ST,6,B,0,1800,GOOD,80-60,850000,3,13,8,7,,84.5,137.5,66,,13,358.5,,
110,7/13/1997,ST,7,B,0,1200,GOOD,80-60,850000,3,2,4,3,,12,24,36.5,,2,20.5,,
111,7/13/1997,ST,8,B,0,1200,GOOD,G,2300000,Hong Kong Group Three,10,4,13,,48.5,58.5,65,,10,153.5,,
112,7/13/1997,ST,9,B,0,1600,GOOD,G,2300000,Hong Kong Group Three,2,8,11,,64.5,19,27,,2,224,,
113,7/13/1997,ST,10,B,0,1400,GOOD,105-80,1400000,1,9,4,3,,28.5,26,20,,9,126.5,,
114,7/13/1997,ST,11,B,0,1400,GOOD,85-60,850000,3,10,4,7,,12,17.5,22,,10,19.5,,
115,7/16/1997,ST,1,A,1,1200,GOOD,60-40,625000,4,10,11,6,,31,16.5,16.5,,10,101,,
116,7/16/1997,ST,2,A,1,1200,GOOD,40-10,485000,5,3,8,9,,36.5,42.5,27,,3,118.5,,
117,7/16/1997,ST,3,A,1,1200,GOOD,60-40,625000,4,4,2,6,,18,20.5,13,,4,73.5,,
118,7/16/1997,ST,4,A,1,1200,GOOD,80-60,850000,3,9,2,3,,12.5,34.5,201,,9,19,,
119,7/16/1997,ST,5,A,1,1650,GOOD,40-10,485000,5,1,8,5,,32.5,28.5,39.5,,1,97,,
120,7/16/1997,ST,6,A,1,1650,GOOD,60-40,625000,4,5,1,4,,82,38.5,19,,5,292.5,,
121,7/16/1997,ST,7,A,1,1650,GOOD,100-80,1150000,2,13,4,3,,26.5,39.5,28,,13,84.5,,
122,7/16/1997,ST,8,A,1,1650,GOOD,80-60,850000,3,12,5,10,,27.5,39.5,44.5,,12,70,,
123,7/20/1997,ST,1,C,0,1400,GOOD,40-10,,5,1,5,11,,13,42.5,18,,1,24.5,,
124,7/20/1997,ST,2,C,0,1200,GOOD,60-40,,4,4,3,5,,33,51.5,22.5,,4,133,,
125,7/20/1997,ST,3,C,0,1800,GOOD,40-0,,5,11,1,9,,119.5,19,65.5,,11,339,,
126,7/20/1997,ST,4,C,0,1400,GOOD,60-40,,4,1,6,3,,18.5,17.5,65,,1,64.5,,
127,7/20/1997,ST,5,C,0,1800,GOOD,60-40,,4,10,14,1,,16.5,26.5,37,,10,51,,
128,7/20/1997,ST,6,C,0,1600,GOOD,60-40,,4,9,6,1,,17,13.5,39.5,,9,70.5,,
129,7/20/1997,ST,7,C,0,1000,GOOD,80-60,,3,10,7,13,,16,40.5,13.5,,10,47,,
130,7/20/1997,ST,8,C,0,1400,GOOD,80-60,,3,12,11,6,,32,20.5,11,,12,154,,
131,7/20/1997,ST,9,C,0,1600,GOOD,100-80,,2,4,10,8,,15.5,17,103.5,,4,40,,
132,7/20/1997,ST,10,C,0,1600,GOOD,80-60,,3,9,1,12,,231,35.5,32,,9,731,,
133,7/22/1997,HV,1,C,0,1200,GOOD,40-0,,5,10,3,8,,16.5,31.5,16,,10,48.5,,
134,7/22/1997,HV,2,C,0,1650,GOOD,60-40,,4,1,3,9,,22.5,20.5,56.5,,1,74.5,,
135,7/22/1997,HV,3,C,0,1200,GOOD,60-40,,4,9,3,11,,22,21.5,13,,9,71,,
136,7/22/1997,HV,4,C,0,2200,GOOD,80-60,,3,6,1,12,,32,33.5,49,,6,103.5,,
137,7/22/1997,HV,5,C,0,1650,GOOD,80-60,,3,2,6,3,,33,20.5,15.5,,2,92.5,,
138,7/22/1997,HV,6,C,0,1200,GOOD,80-60,,3,12,7,1,,12,48,21.5,,12,20,,
139,7/22/1997,HV,7,C,0,1200,GOOD,100-80,,2,4,3,8,,13,23.5,62,,4,26,,
140,7/22/1997,HV,8,C,0,1800,GOOD,105-80,,1,1,2,8,,21,19.5,18,,1,62.5,,
141,7/26/1997,ST,1,C+3,0,1400,GOOD,40-0,,5,7,4,14,,37.5,29,28.5,,7,135,,
142,7/26/1997,ST,2,C+3,0,1000,GOOD,60-40,,4,5,3,8,,25,21.5,130.5,,5,61.5,,
143,7/26/1997,ST,3,C+3,0,1400,GOOD,60-40,,4,2,5,1,,11.5,32.5,23.5,,2,17,,
144,7/26/1997,ST,4,C+3,0,1600,GOOD,40-10,,5,3,11,9,,40,17,16.5,,3,138,,
145,7/26/1997,ST,5,A,1,1650,GOOD,60-40,,4,7,4,2,,24.5,27,63,,7,87,,
146,7/26/1997,ST,6,C+3,0,1400,GOOD,60-40,,4,8,9,4,,14,42.5,42,,8,35,,
147,7/26/1997,ST,7,A,1,1200,GOOD,85-60,,3,1,2,12,,11,31.5,221.5,,1,14.5,,
148,7/26/1997,ST,8,C+3,0,1400,GOOD,80-60,,3,2,14,9,,26.5,38,29,,2,87.5,,
149,7/26/1997,ST,9,A,1,1650,GOOD,80-60,,3,4,8,7,,34,16,41,,4,113.5,,
150,7/26/1997,ST,10,C+3,0,1400,GOOD,110-90,,1,9,1,8,,130,41,16.5,,9,511,,
151,8/3/1997,ST,1,A,0,1200,GOOD,G,,Restricted Race,3,4,6,,10.5,13,22,,3,18,,
152,8/3/1997,ST,2,A,0,1200,GOOD,60-40,,4,4,12,8,,12,77,64.5,,4,24.5,,
153,8/3/1997,ST,3,A,0,1200,GOOD,80-60,,3,10,7,6,,74,17,13,,10,255.5,,
154,8/3/1997,ST,4,A,0,1600,GOOD,60-40,,4,11,10,14,,41,14.5,136.5,,11,154.5,,
155,8/3/1997,ST,5,A,0,2000,GOOD,60-40,,4,10,12,4,,16.5,16.5,22.5,,10,38,,
156,8/3/1997,ST,6,A,0,1800,GOOD,80-60,,3,14,6,1,7,24,21.5,25.5,10.1,14,75,,
157,8/3/1997,ST,7,A,0,1400,GOOD,95-75,,2,3,6,2,,13,81,14,,3,25.5,,
158,8/3/1997,ST,8,A,0,2000,GOOD,G,,Hong Kong Group Two,1,7,6,,10.1,26,14.5,,1,13,,
159,8/3/1997,ST,9,A,0,1600,GOOD,105-80,,1,12,3,14,,23.5,17,80,,12,71,,
160,8/3/1997,ST,10,A,0,1400,GOOD,80-60,,3,1,9,14,,12.5,25.5,309,,1,20.5,,
161,8/3/1997,ST,11,A,0,1200,GOOD,100-80,,2,10,2,8,,12.5,27,251.5,,10,17.5,,
162,8/6/1997,HV,1,A,0,1000,GOOD,40-10,,5,7,8,3,,17,30,26.5,,7,54.5,,
163,8/6/1997,HV,2,A,0,1200,GOOD,60-40,,4,12,9,4,,93.5,13.5,68.5,,12,256,,
164,8/6/1997,HV,3,A,0,1200,GOOD,60-40,,4,7,1,8,,30.5,15.5,54.5,,7,127.5,,
165,8/6/1997,HV,4,A,0,1800,GOOD,40-10,,5,5,4,2,,66.5,43,31.5,,5,251.5,,
166,8/6/1997,HV,5,A,0,1650,GOOD,60-40,,4,2,8,11,,17,12,63,,2,45.5,,
167,8/6/1997,HV,6,A,0,1650,GOOD,85-60,,3,5,8,4,,13,23.5,26,,5,23,,
168,8/6/1997,HV,7,A,0,1000,GOOD,85-60,,3,4,5,11,,15,47.5,26.5,,4,52,,
169,8/6/1997,HV,8,A,0,1650,GOOD,80-60,,3,12,1,4,,19,29.5,29.5,,12,43,,
170,8/10/1997,ST,1,B,0,1200,GOOD,40-15,,5,6,10,14,,63.5,34.5,33.5,,6,207.5,,
171,8/10/1997,ST,2,A,1,1650,GOOD,40-0,,5,1,3,13,,39,21.5,58,,1,97.5,,
172,8/10/1997,ST,3,B,0,1200,GOOD,60-40,,4,1,5,11,,12.5,74.5,62.5,,1,25,,
173,8/10/1997,ST,4,B,0,2000,GOOD,105-80,,1,5,3,2,,24.5,14,29,,5,100,,
174,8/10/1997,ST,5,B,0,1400,GOOD,60-40,,4,6,1,14,,22.5,11.5,130.5,,6,112.5,,
175,8/10/1997,ST,6,B,0,1600,GOOD,80-60,,3,3,13,7,,28.5,28.5,30,,3,75,,
176,8/10/1997,ST,7,A,1,1650,GOOD,105-80,,1,6,9,7,,14,25.5,15.5,,6,29,,
177,8/10/1997,ST,8,B,0,1600,GOOD,G,,Hong Kong Group Two,3,7,1,,15,22.5,11,,3,54.5,,
178,8/10/1997,ST,9,B,0,1200,GOOD,G,,Hong Kong Group Two,4,2,6,,25,15.5,16.5,,4,69.5,,
179,8/10/1997,ST,10,B,0,1200,GOOD,80-60,,3,12,2,11,,13,118.5,82.5,,12,31.5,,
180,8/10/1997,ST,11,B,0,1400,GOOD,80-60,,3,12,8,9,,26.5,51.5,22.5,,12,81,,
181,8/13/1997,HV,1,C,0,1650,GOOD,40-0,,5,7,8,12,,21.5,19.5,27.5,,7,55.5,,
182,8/13/1997,HV,2,C,0,1650,GOOD,60-40,,4,6,5,1,,25,25.5,28.5,,6,77.5,,
183,8/13/1997,HV,3,C,0,1000,GOOD,60-40,,4,11,10,3,,113,21,26,,11,365,,
184,8/13/1997,HV,4,C,0,1800,GOOD,60-40,,4,6,11,8,,22,39.5,15.5,,6,73.5,,
185,8/13/1997,HV,5,C,0,1200,GOOD,80-60,,3,5,2,9,,14,83,17.5,,5,24.5,,
186,8/13/1997,HV,6,C,0,1200,GOOD,80-60,,3,7,12,10,,21,16,56.5,,7,59,,
187,8/13/1997,HV,7,C,0,1650,GOOD,80-60,,3,2,3,7,,17.5,26.5,52.5,,2,47,,
188,8/13/1997,HV,8,C,0,1200,GOOD,100-80,,2,10,11,8,,27,88,22,,10,79,,
189,8/17/1997,ST,1,C,0,1000,GOOD TO FIRM,60-40,,4,10,1,14,,14,12.5,36,,10,30.5,,
190,8/17/1997,ST,2,C,0,1400,GOOD TO FIRM,40-15,,5,1,3,5,,10.1,43.5,37.5,,1,18,,
191,8/17/1997,ST,3,C,0,1400,GOOD TO FIRM,60-40,,4,3,8,1,,14,24,89.5,,3,35,,
192,8/17/1997,ST,4,C,0,1800,GOOD TO FIRM,80-60,,3,2,10,3,,21,25.5,28,,2,63.5,,
193,8/17/1997,ST,5,C,0,1800,GOOD TO FIRM,60-40,,4,7,2,11,,36.5,15.5,21,,7,118,,
194,8/17/1997,ST,6,C,0,1000,GOOD TO FIRM,80-60,,3,4,1,10,,29.5,12.5,48.5,,4,103,,
195,8/17/1997,ST,7,C,0,1400,GOOD TO FIRM,80-60,,3,6,10,4,,12,14,14.5,,6,23.5,,
196,8/17/1997,ST,8,C,0,1400,GOOD TO FIRM,115-90,,1,13,6,2,,24.5,24.5,136,,13,106,,
197,8/17/1997,ST,9,C,0,1400,GOOD TO FIRM,80-60,,3,4,14,13,,12,27,24.5,,4,20,,
198,8/17/1997,ST,10,C,0,1600,GOOD TO FIRM,100-75,,2,13,8,4,,15,30,16,,13,46.5,,
199,8/20/1997,HV,1,C+3,0,2200,GOOD,40-0,,5,3,11,8,,16,57,18,,3,35,,
200,8/20/1997,HV,2,C+3,0,1200,GOOD,60-40,,4,10,4,8,,17,15.5,71,,10,57.5,,
201,8/20/1997,HV,3,C+3,0,1000,GOOD,60-40,,4,2,1,4,,15,26.5,18.5,,2,41.5,,
202,8/20/1997,HV,4,C+3,0,1650,GOOD,60-40,,4,5,9,11,,23,30.5,93,,5,69,,
203,8/20/1997,HV,5,C+3,0,1650,GOOD,60-40,,4,5,2,3,,13.5,47,28,,5,31,,
204,8/20/1997,HV,6,C+3,0,1000,GOOD,80-60,,3,12,8,2,,33,90.5,27,,12,99,,
205,8/20/1997,HV,7,C+3,0,1650,GOOD,80-60,,3,2,6,10,,60.5,26.5,19,,2,286,,
206,8/20/1997,HV,8,C+3,0,1650,GOOD,95-75,,2,3,9,8,,35,61,26.5,,3,135,,
207,8/23/1997,ST,1,C+3,0,1400,GOOD,G,,Restricted Race,4,1,9,,10.5,55.5,59,,4,15,,
208,8/23/1997,ST,2,A,1,1200,GOOD,40-0,,5,3,12,7,,29,18.5,36,,3,108,,
209,8/23/1997,ST,3,A,1,1200,GOOD,60-40,,4,8,7,3,,13.5,38,26.5,,8,37,,
210,8/23/1997,ST,4,A,1,1800,GOOD,65-40,,4,9,1,11,,15.5,46.5,27.5,,9,41.5,,
211,8/23/1997,ST,5,A,1,1200,GOOD,80-60,,3,7,1,12,,29.5,35,17.5,,7,95.5,,
212,8/23/1997,ST,6,C+3,0,1400,GOOD,65-40,,4,13,12,3,,37,16.5,38.5,,13,137.5,,
213,8/23/1997,ST,7,A,1,1200,GOOD,80-60,,3,4,2,8,,45.5,26,21.5,,4,135.5,,
214,8/23/1997,ST,8,A,1,1200,GOOD,100-80,,2,4,7,9,,12.5,16.5,33.5,,4,16.5,,
215,8/23/1997,ST,9,A,1,1650,GOOD,80-60,,3,6,13,10,,24.5,63.5,91.5,,6,76,,
216,8/23/1997,ST,10,C+3,0,1400,GOOD,95-75,,2,6,13,14,,69.5,93.5,205,,6,373,,
217,8/27/1997,HV,1,A,0,1650,GOOD,40-15,,5,4,2,7,,26,18.5,20.5,,4,73.5,,
218,8/27/1997,HV,2,A,0,2200,GOOD,80-60,,3,9,3,5,,42,32,19.5,,9,125.5,,
219,8/27/1997,HV,3,A,0,1650,GOOD,60-40,,4,3,11,2,,43,18.5,24,,3,147.5,,
220,8/27/1997,HV,4,A,0,1200,GOOD,60-40,,4,3,9,5,,31,41.5,55,,3,104,,
221,8/27/1997,HV,5,A,0,1800,GOOD,60-40,,4,8,10,7,,31.5,15.5,19.5,,8,125,,
222,8/27/1997,HV,6,A,0,1200,GOOD,80-60,,3,8,6,2,,28.5,59.5,15.5,,8,85.5,,
223,8/27/1997,HV,7,A,0,1650,GOOD,80-60,,3,5,9,7,,15,15.5,18,,5,33.5,,
224,8/27/1997,HV,8,A,0,1800,GOOD,105-80,,1,3,9,1,,15,28,15,,3,30,,
225,8/31/1997,ST,1,A,0,1400,GOOD,120-95,,1,2,3,1,,11,17.5,15,,2,25,,
226,8/31/1997,ST,2,A,0,1200,GOOD,80-60,,3,3,6,11,,16.5,33.5,14,,3,50.5,,
